                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     218                                      841                  1.3999999999999999E+000                  2.0000000000000000E-002                  1.7939503226759474E+009                  3.5608637613152795E+007                  6.4680268532780265E+003                  4.5583847424748898E+000                  1.7002587612608044E+000                 -2.2220268686745128E+000                  3.1478372037922592E-001                  1.6299535311784931E-006                  6.6526540600495943E-001                  5.0942644861174057E-005                  9.2894987754449550E-003                  4.4465559888466049E-003                  2.0850244238750869E-003                  1.3999999999999997E+000                  0.0000000000000000E+000                  9.0822836699166176E-001                  5.4362365557151485E-004                  4.6298975798624720E-001                  2.9624525985523995E-003                  4.0941498536166965E-003                  1.2554504159967396E-002                  2.9190341934250577E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8752776198420965E+004                  5.9554005941978022E+006                  3.0712633511490207E+009                  4.5628076624832774E+000                  4.5628076624832783E+000                  5.4303792917190432E-038                  2.3173635933483275E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.6612766702878480E+016                               "r24.08.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20250501"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.3999999999999997E+000                  2.3051502139936347E-001                  3.8110602102446927E+000                 -7.3178293362384483E+000                  4.2977361248998713E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0563809676505455E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.3999999999985999E+000                  2.3051381294997020E-001                  3.8117129245021482E+000                 -7.3133441978192808E+000                  4.3028806629900620E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.1296483143903598E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.3999999999968500E+000                  2.3051231789418533E-001                  3.8124496209397236E+000                 -7.3084430352397627E+000                  4.3085263167917089E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.2105818924042437E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.3999999999950998E+000                  2.3051083960058893E-001                  3.8135715484386172E+000                 -7.3012439733136203E+000                  4.3168596418251131E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.3311299616115702E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.3999999999916000E+000                  2.3050793157510355E-001                  3.8151153779609746E+000                 -7.2919374511866355E+000                  4.3277279811166292E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.4899592382042037E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.3999999999880999E+000                  2.3050508514634982E-001                  3.8177004646468968E+000                 -7.2774538057373590E+000                  4.3448291756353958E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.7440166212329557E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.3999999999802251E+000                  2.3049889055370837E-001                  3.8206909993977867E+000                 -7.2627917414288126E+000                  4.3625235872306369E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  8.0099833047387947E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.3999999999758499E+000                  2.3049556324983442E-001                  3.8229081925215342E+000                 -7.2528306642496068E+000                  4.3747355075843481E+000                  6.9999999904804722E-001                  2.8000000095195299E-001                  1.9999999999999796E-002                  8.1958677156048487E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.3999999999714750E+000                  2.3049231131932124E-001                  3.8252124876512918E+000                 -7.2432942571788201E+000                  4.3866137628538153E+000                  6.9999999904804722E-001                  2.8000000095195299E-001                  1.9999999999999796E-002                  8.3778682927087566E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
